-0.179608,0.0266956,-0.311187,-0.0261959,-0.188244,-0.265909,-0.621942,-0.317452,-0.42904,-0.380037,-0.824692,-0.0414466,-0.369821,-0.239411,0.183466,-0.398441,0.161928,-0.424859,-0.219232,-0.307959,0.0155193,-0.311964,0.369238,-0.216722,-0.492355,-0.046198,-0.179917,-0.562052,-0.716623,-0.136107,-0.228604,-0.112738,-0.270517,-0.0668095,-0.355937,-1.02641,-0.68616,0.0669809,-0.511908,-0.711248,-0.159672,-0.0356575,-0.520218,-0.371568,-0.0922667,0.208035,-0.196283,-0.424335,-0.266872,0.498579,-0.17517,-0.985797,0.687245,-0.242216,-1.76874,-0.732922,-0.31331,0.0235199,-0.469918,-0.789758,-0.257894,-0.294845,-0.343569,-0.238838,-0.62274,-0.451445,-0.209028,-0.267664,-0.727631,-0.208761,0.0408544,-0.546684,-0.341685,0.122142,0.03808,0.0348372,-1.01166,0.0726553,-0.48533,-0.291574,0.46053,-0.16275,0.181877,-0.219091,-0.388282,-0.129518,0.146506,-0.573288,-0.137951,0.152491,-0.25836,1.12097,-0.141335,-1.15787,-0.415233,-0.198469,-0.00491082,-0.197763,-0.707148,-0.42165,-0.188176,-0.174729,0.231573,-0.298311,0.00562962,0.171421,-0.329764,-0.0499511,-0.112287,-1.99231,-0.325998,0.226901,-0.459538,-0.450858,-0.0605667,-0.169851,-0.25243,0.104647,-0.4115,-0.285817,-0.335743,-1.28399,-0.18473,-0.676853,0.0240295,-0.249079,-0.172436,-0.0204504,
-0.125637,-0.176301,0.0581248,-0.222855,-0.00595106,-0.164236,-0.405823,-0.28827,-0.0955481,0.0617845,-0.355161,-0.0141949,-0.0804168,-0.243616,-0.0508825,-0.32087,0.0614,-0.0648167,-0.340156,0.0665156,-0.0195033,0.113782,0.0956116,-0.261372,-0.238052,0.0754726,-0.0867083,-0.375744,-0.327064,-0.268238,0.109753,-0.20114,0.035184,0.0697966,0.0069126,-0.710541,-0.132005,-0.0998212,-0.110142,-0.462366,-0.154302,-0.119332,-0.122289,-0.271815,-0.163259,0.145475,0.0789811,-0.172027,-0.144565,0.440189,-0.254403,-0.679717,0.291783,0.117168,-0.890284,-0.412754,0.00822684,-0.018869,-0.40086,-0.40302,0.108367,-0.17597,-0.348446,-0.163609,-0.339768,-0.185306,-0.237497,0.0599707,-0.550455,-0.0810677,0.0649033,-0.0884823,0.0425737,0.117768,-0.0163181,-0.19828,-0.344318,0.0680722,-0.110692,-0.0872925,0.363193,0.0116966,-0.0385057,-0.191164,-0.131446,0.0664105,-0.00437771,-0.342472,-0.229926,-0.0916084,-0.0531225,0.468827,-0.273773,-0.721945,-0.096794,0.0882159,-0.0143284,-0.3144,-0.294834,-0.102152,-0.38524,-0.327129,0.0604036,-0.235122,-0.0832419,-0.102609,-0.0213094,-0.146327,-0.0154237,-0.867387,-0.0133135,0.231333,-0.0223687,-0.115835,0.0337085,-0.023072,0.0692561,0.26642,0.0825302,-0.361276,-0.24401,-0.648377,0.0116799,-0.424693,0.0284138,-0.235456,-0.298457,0.0300079,
-0.0867526,0.0408383,-0.229811,0.103599,0.0749841,0.173224,-0.100949,-0.448467,-0.182227,-0.036149,-0.674124,0.0166411,-0.249436,-0.168352,0.185021,0.0418094,-0.262228,-0.020006,-0.646554,-0.239521,0.032917,0.328177,-0.54724,-0.117281,-0.0430016,-0.201292,0.084148,-0.22438,-0.460408,-0.425712,0.111874,-0.10714,0.0622712,-0.023372,0.0251025,-1.0377,-0.302194,-0.142321,-0.342315,0.115809,0.323882,-0.0786019,-0.504863,-0.145872,-0.0400071,-0.0785639,0.70208,-0.0991586,-0.0248902,0.534964,-0.199351,-0.462153,0.0684134,0.13889,-1.66582,-0.665751,-0.00811003,-0.00420332,0.0100634,-0.699883,0.0290308,0.0474267,0.0863142,-0.0154928,0.146676,-0.162399,-0.60806,-0.0537963,0.124939,-0.188836,-0.0602584,0.85136,0.139198,-0.173555,-0.107315,0.0139405,-0.556998,-0.0666935,-0.116565,0.216174,0.740076,-0.387876,0.15705,-0.205098,-0.0429373,-0.192577,0.267749,-0.171202,-0.143713,-0.106347,-0.04033,0.35285,-0.586366,1.19182,-0.131183,-0.0343731,-0.0886792,-0.433094,-0.797849,-0.352594,0.319012,-0.308438,-0.0168447,-0.122354,-0.229509,-0.0080775,-0.733688,0.224771,-0.309915,-1.36702,-0.517627,-0.0573188,0.582825,0.07596,-0.219143,-0.0646964,-0.142202,0.00301462,-0.214489,-0.424523,0.00800611,-1.32729,0.505043,-0.151281,-0.508504,-0.0702691,0.080049,0.0153545,
-0.0790916,0.224614,-0.321035,-0.125069,0.0941426,0.077766,-0.753794,-0.741552,-0.0213619,0.0969487,0.406884,-0.236773,0.216636,-1.18811,0.0207197,0.282183,0.872058,0.0196414,2.06813,-0.111771,-0.80514,0.278232,2.67184,-0.0764436,1.25763,-0.188133,1.37431,-1.96371,0.399141,1.38237,0.0977933,-0.508587,-0.163052,-0.011819,-0.15277,-2.59545,-0.307626,0.638508,0.0968033,-0.396056,-0.101495,-0.30212,1.6086,0.195014,-0.28795,1.32164,-0.334044,0.0657554,-0.183902,4.19979,0.0468063,-1.50474,-1.08787,-0.399968,-1.51738,-0.0198948,-0.11498,-0.0130726,1.13232,-0.487652,-0.323004,0.116143,-0.333605,0.246221,-0.782742,-0.81932,1.28368,0.765917,1.81764,-0.429153,0.613297,-0.15889,-0.457651,-0.0704889,-0.217722,0.758357,-0.350402,0.157951,-0.575217,-0.328328,-1.28259,0.453188,0.148841,-0.274818,-0.120756,0.650706,-1.41081,0.718199,-0.208741,-1.65027,0.218273,2.12097,1.27087,5.19675,-0.132713,-0.0131822,-0.0622842,0.964877,-0.220693,0.213332,2.51356,-0.595902,1.74856,-0.319503,-0.00701427,0.731208,0.641606,-0.393772,-1.25659,-0.662904,-1.14424,0.581146,-0.0338924,-0.448607,0.0611269,-0.18581,0.0111239,-2.76884,0.338643,0.496579,0.0422034,-4.52009,0.5005,2.31549,3.54151,0.132869,1.02206,0.139037,
-0.208116,0.00733487,-0.264324,0.00808132,-0.102338,-0.127224,0.462082,-0.359492,0.128226,-0.245579,-0.909244,-0.273821,0.207059,0.297362,-0.404771,-0.423979,-0.108322,-0.155006,1.62637,-0.162483,-1.06935,-0.396094,0.923539,-0.354656,0.499984,-0.25181,-0.495519,0.0205537,0.267116,0.62062,-0.215901,-0.0289792,0.0443036,0.412381,-0.029807,-0.38911,0.206584,-0.12886,-0.23067,0.533952,0.181994,0.287228,0.873366,0.377464,-0.295837,0.116513,-0.166199,-0.329937,0.49763,0.875988,-0.0682897,-0.363357,0.615063,-0.31199,-0.781759,1.35048,-0.219585,0.0878237,0.250492,1.13428,-0.463028,0.0195018,0.600854,-0.218202,1.0418,0.287499,-0.386407,-0.536677,3.79582,0.130591,-0.119578,2.52116,-0.433633,-0.308297,-0.160595,-0.135843,-0.480618,0.128671,0.133794,-0.0861216,1.07207,-0.19216,-0.175848,0.00881619,0.22212,0.121984,-0.876108,-0.243607,0.0956239,-1.03054,-0.283167,0.40586,0.192204,0.984367,0.059205,-0.185321,0.0664486,-0.0167596,-3.23297,-0.141655,2.68985,-0.300196,-0.197669,-0.356859,-0.441235,0.260373,1.06263,-0.0777198,-0.428657,-2.66397,-1.72876,0.0906979,-0.245165,0.0429391,-0.021474,-0.368485,0.301019,-3.18255,0.421134,-0.234759,-0.151653,-1.51905,-0.448582,1.31572,-0.558756,0.14383,-0.193023,0.129182,
-0.265268,-0.221816,0.751566,-0.0289727,0.359924,0.470104,-0.302392,-0.73511,0.475602,-0.0225181,-1.04668,-0.288218,-0.134728,-0.0873409,0.190618,-0.0884639,-0.132208,0.386546,-0.581127,-0.621651,-0.398035,0.743826,-1.33872,-0.315435,0.771233,-0.0614406,0.235817,-0.713341,-0.431062,0.984232,0.00389505,-0.298256,0.0694555,0.0970269,-0.330215,-2.33533,0.733157,-0.288027,0.217155,-0.324117,-0.0127019,-0.0845846,0.88472,-0.151706,-0.149971,1.11708,-1.27278,-0.158891,0.379016,3.42554,-0.0365491,-0.80095,0.628131,0.0627498,0.301806,-0.050149,-0.274813,-0.0188663,-0.269197,1.25838,-0.0862603,-0.0831403,0.471109,-0.00424694,-0.285629,-0.0105206,-0.0084415,1.21205,-2.39881,0.123272,-0.488743,1.48282,0.129619,-0.0171862,0.127947,0.057834,1.66984,-0.12312,-0.380897,0.0868205,-1.16155,-0.287075,0.0900413,0.653379,-0.114073,-0.0770057,-0.188304,-0.0730492,0.200136,-0.618646,-0.157017,-0.0385945,-0.670746,1.82377,-0.660366,0.035958,-0.0823425,-2.72137,-4.43488,-0.100355,2.60799,-0.578276,1.84494,-0.504656,0.125176,0.179067,-1.22264,0.608014,-0.00652693,0.701725,-0.720003,4.53954,-1.20504,-0.0510827,-0.0213054,-0.304476,0.32739,2.90052,0.0942324,-0.115922,-0.0324042,-0.225422,-0.00242006,3.53412,-2.03754,0.183896,0.803905,0.106839,
-0.244725,-0.111533,0.96656,0.0783372,0.860914,0.664508,-0.070101,-0.572221,0.43703,0.0737147,-0.590033,-0.311886,0.144278,-1.20593,0.116617,0.467743,1.09203,0.585135,1.00826,-0.74016,-2.71439,-0.568738,-1.52589,-0.380286,1.94645,-0.235604,0.826817,-1.64658,-0.612882,2.66807,0.1667,-0.437694,-0.132903,-0.263168,-0.379713,-3.66005,0.350044,-0.118127,0.567295,-1.02062,-1.14776,-0.920413,1.57386,0.195781,0.12748,1.91603,-1.85102,0.259094,0.0689018,4.12066,-0.0226074,-2.50203,0.469437,-0.434784,-1.91587,0.0718308,-0.65509,0.244389,-0.370363,-0.0910603,-0.0210995,-0.0532147,-0.155152,0.0327524,-2.00125,-0.562774,2.25696,1.65763,1.55311,-0.229533,-0.712625,-1.12888,-0.224742,0.231797,-0.07261,0.876663,3.43049,-0.33973,-0.955077,-0.0755341,-1.45067,0.00493649,0.0949319,0.813751,-0.493567,0.256871,-0.366992,0.310038,-0.122382,-1.21511,0.137791,1.504,0.0111079,4.86677,-1.16567,0.0710617,0.111409,-1.78295,-6.02398,0.125364,7.64511,-0.942556,2.83811,-1.08274,0.385448,0.790051,0.0788002,0.511014,-0.694615,-0.885926,-1.03478,5.35402,-1.4527,-0.592861,-0.0126578,-0.42686,-0.172126,-0.318271,-0.265518,0.481477,0.043763,4.74987,0.604082,2.89196,-0.779083,0.0213414,1.18612,-0.33076,
-0.0350507,0.193883,0.470575,-0.24646,0.604038,0.128344,-0.785362,-0.232445,0.107581,-0.0442791,0.229774,0.102161,0.0694412,-1.72917,0.418141,-0.149998,0.857008,0.105905,-1.20309,-0.538744,0.182339,0.169146,0.592385,-0.0941156,1.31585,-0.221219,0.958879,-1.68833,0.228093,0.938762,0.273192,-0.396812,-0.407567,-0.1254,-1.12106,-2.0311,-1.63528,0.549455,0.607898,-0.85902,-0.663878,-0.726359,3.50873,0.590511,-0.211899,1.61836,-1.56531,-0.730777,-0.32303,3.0839,-0.0401124,-1.34432,3.80543,-0.353989,-1.84754,0.198589,-0.451507,-0.00489155,0.999202,0.596074,-0.0814721,-0.0851757,-0.200004,-0.0304405,-1.63531,-0.702111,2.93628,0.881987,1.59569,-0.391584,0.130216,-2.39346,-0.332679,-0.0841952,-0.0249799,0.981629,0.692846,-0.0228207,-0.789797,-0.403023,0.0148533,0.700784,0.531915,0.0676849,-0.205648,0.752787,-1.28983,0.611224,-0.393062,-1.06093,0.376083,1.47704,1.34214,3.58739,-1.30547,-0.0722891,-0.0824162,-0.334441,-1.49877,-0.147776,1.96205,-0.576911,2.11622,-1.65555,0.320483,0.507777,2.79729,-0.413308,-0.814825,-1.06627,-0.681586,2.72751,-0.827186,-0.502785,-0.220283,0.00465512,-0.0324241,-1.14307,0.152645,0.728646,-0.134204,1.54175,0.574264,1.9989,1.20475,0.215116,0.595812,-0.203736,
-0.170772,0.142039,-0.122508,0.0914234,0.139982,0.195308,-0.304219,-0.0321152,0.159485,0.000696652,0.457569,-0.192555,-0.0465145,-1.22539,-0.286534,-0.173403,0.679461,0.120373,-0.959556,0.049594,1.87627,0.606608,0.623291,0.0623779,0.757766,-0.26305,0.567928,0.065378,-0.307056,-0.836198,-0.0379505,-0.192195,0.0672092,-0.68824,-0.920892,-0.538546,-1.3936,0.342328,0.140703,-0.435349,-0.0422327,-0.552393,2.31961,0.173987,-0.177328,-0.674432,-0.160778,-1.52887,-0.459048,1.09547,-0.239718,0.139922,3.78673,-0.116688,-1.13179,-0.290367,-0.381648,0.0342783,0.650563,-0.283176,0.121166,-0.133465,-0.60617,0.0318575,-0.78326,-0.263068,1.80051,0.342914,-0.905014,-0.138218,0.252499,-1.92959,0.128028,-0.258851,-0.156066,0.293842,-0.80075,0.0935065,-0.0118295,-0.133691,0.201157,0.478264,-0.181951,-0.299496,-0.277043,-0.149964,-0.929951,0.332621,-0.297037,-0.304014,0.0890988,1.27482,1.58738,0.00526637,-1.18383,0.0859149,-0.119195,-0.616806,0.859636,0.0687615,-1.72635,0.254006,-0.400425,-1.22592,-0.0385329,0.194215,2.95341,-0.543044,0.351402,0.343432,-0.0810356,0.488677,-0.215778,-0.0676969,-0.265778,-0.0706326,0.0822383,-0.00623444,-0.320519,0.704467,-0.0118634,0.732295,0.609328,-0.439034,1.07406,-0.00337889,0.303539,-0.11829,
0.00919798,-0.0172026,-0.084997,-0.258506,-0.181096,-0.206982,-0.274675,-0.408701,-0.113166,-0.115215,-0.677638,-0.0624887,-0.169297,-0.208155,0.196792,0.00483648,-0.0111015,-0.0304275,-0.286844,-0.189288,-0.0250204,-0.0682949,-0.0218528,0.0769227,-0.389207,-0.245484,0.0315154,-0.488046,-0.609344,-0.0703943,0.0676266,0.0399546,-0.23039,-0.166849,-0.113956,-0.805159,-0.278018,-0.0771288,-0.364202,-0.16104,0.0573626,-0.0509626,-0.255638,-0.220777,0.106706,-0.0869061,-0.0703651,-0.266685,-0.00128123,0.368406,0.0431727,-0.502738,0.992847,-0.130458,-1.3721,-0.31791,-0.297643,0.0809385,-0.187184,-0.801355,-0.139496,-0.0503218,-0.159015,-0.0383904,-0.302328,-0.200296,-0.32913,-0.131911,-0.354116,-0.134684,-0.237472,0.141974,-0.171899,0.0222674,0.0584234,0.12058,-0.406995,-0.00450695,-0.333002,-0.0308082,0.473496,-0.0779844,-0.104593,-0.252562,-0.362561,0.000176785,0.463989,-0.328071,-0.234143,0.267937,-0.0938614,0.657101,-0.125523,-0.692203,-0.404199,0.0654547,-0.0785107,-0.212925,-0.302787,-0.299265,0.099239,-0.0142035,-0.163758,-0.139765,0.0841555,-0.119738,-0.115963,-0.189974,-0.218964,-1.17703,-0.0768913,0.248536,0.0106435,-0.254055,-0.101109,-0.103227,-0.156214,0.168037,0.0329101,-0.397289,-0.0871036,-0.543547,-0.121747,-0.743837,0.152505,-0.0381979,0.0108923,-0.253106,
